"STATION","NAME","DATE","PRCP","TMAX","TMIN"
"USC00417588","RICHARDSON, TX US","2021-01-30","0.04","74","51"
"USC00417588","RICHARDSON, TX US","2021-01-31","0.00","56","39"
"USC00417588","RICHARDSON, TX US","2021-02-01","0.00","58","34"
"USC00417588","RICHARDSON, TX US","2021-02-02","0.00","62","38"
"USC00417588","RICHARDSON, TX US","2021-02-03","0.00","68","42"
"USC00417588","RICHARDSON, TX US","2021-02-04","0.00","63","45"
"USC00417588","RICHARDSON, TX US","2021-02-05","0.00","57","36"
"USC00417588","RICHARDSON, TX US","2021-02-06","0.05","56","38"
"USC00417588","RICHARDSON, TX US","2021-02-07","0.00","56","35"
"USC00417588","RICHARDSON, TX US","2021-02-08","0.00","65","38"
"USC00417588","RICHARDSON, TX US","2021-02-09","0.02","38","29"
"USC00417588","RICHARDSON, TX US","2021-02-10","0.00","30","26"
"USC00417588","RICHARDSON, TX US","2021-02-11","0.00","30","22"
"USC00417588","RICHARDSON, TX US","2021-02-12","0.00","25","21"
"USC00417588","RICHARDSON, TX US","2021-02-13","0.01","33","18"
"USC00417588","RICHARDSON, TX US","2021-02-14","0.00","20","8"
"USC00417588","RICHARDSON, TX US","2021-02-15","0.07","19","5"
"USC00417588","RICHARDSON, TX US","2021-02-16","0.10","19","1"
"USC00417588","RICHARDSON, TX US","2021-02-17","0.17","26","0"
"USC00417588","RICHARDSON, TX US","2021-02-18","0.01","30","21"
"USC00417588","RICHARDSON, TX US","2021-02-19","0.00","40","14"
"USC00417588","RICHARDSON, TX US","2021-02-20","0.00","65","26"
"USC00417588","RICHARDSON, TX US","2021-02-21","0.00","71","43"
"USC00417588","RICHARDSON, TX US","2021-02-22","0.00","69","32"
"USC00417588","RICHARDSON, TX US","2021-02-23","0.00","78","41"
"USC00417588","RICHARDSON, TX US","2021-02-24","0.00","71","54"
"USC00417588","RICHARDSON, TX US","2021-02-25","0.30","54","44"
"USC00417588","RICHARDSON, TX US","2021-02-26","1.17","56","44"
"USC00417588","RICHARDSON, TX US","2021-02-27","1.21","67","50"
"USC00417588","RICHARDSON, TX US","2021-02-28","0.12","74","49"
"USC00417588","RICHARDSON, TX US","2021-03-01","0.20","58","43"
"USC00417588","RICHARDSON, TX US","2021-03-02","0.00","62","36"
"USC00417588","RICHARDSON, TX US","2021-03-03","0.00","69","40"
"USC00417588","RICHARDSON, TX US","2021-03-04","0.00","72","42"
"USC00417588","RICHARDSON, TX US","2021-03-05","0.00","60","49"
"USC00417588","RICHARDSON, TX US","2021-03-06","0.00","62","42"
"USC00417588","RICHARDSON, TX US","2021-03-07","0.00","66","40"
"USC00417588","RICHARDSON, TX US","2021-03-08","0.00","70","40"
"USC00417588","RICHARDSON, TX US","2021-03-09","0.00","69","55"
"USC00417588","RICHARDSON, TX US","2021-03-10","0.00","73","56"
"USC00417588","RICHARDSON, TX US","2021-03-11","0.00","75","67"
"USC00417588","RICHARDSON, TX US","2021-03-12","0.00","76","65"
"USC00417588","RICHARDSON, TX US","2021-03-13","0.00","77","65"
"USC00417588","RICHARDSON, TX US","2021-03-14","0.10","73","55"
"USC00417588","RICHARDSON, TX US","2021-03-15","0.00","78","47"
"USC00417588","RICHARDSON, TX US","2021-03-16","0.00","79","57"
"USC00417588","RICHARDSON, TX US","2021-03-17","0.60","71","46"
"USC00417588","RICHARDSON, TX US","2021-03-18","0.00","60","42"
"USC00417588","RICHARDSON, TX US","2021-03-19","0.00","64","41"
"USC00417588","RICHARDSON, TX US","2021-03-20","0.00","67","44"
"USC00417588","RICHARDSON, TX US","2021-03-21","0.00","67","44"
"USC00417588","RICHARDSON, TX US","2021-03-22","2.00","63","53"
"USC00417588","RICHARDSON, TX US","2021-03-23","0.00","72","48"
"USC00417588","RICHARDSON, TX US","2021-03-24","0.22","77","48"
"USC00417588","RICHARDSON, TX US","2021-03-25","0.60","67","51"
"USC00417588","RICHARDSON, TX US","2021-03-26","0.00","77","48"
"USC00417588","RICHARDSON, TX US","2021-03-27","0.00","79","57"
"USC00417588","RICHARDSON, TX US","2021-03-28","0.00","70","50"
"USC00417588","RICHARDSON, TX US","2021-03-29","0.00","75","46"
"USC00417588","RICHARDSON, TX US","2021-03-30","0.20","76","57"
"USC00417588","RICHARDSON, TX US","2021-03-31","0.20","68","53"
"USC00417588","RICHARDSON, TX US","2021-04-01","0.00","67","39"
"USC00417588","RICHARDSON, TX US","2021-04-02","0.00","66","40"
"USC00417588","RICHARDSON, TX US","2021-04-03","0.00","66","54"
"USC00417588","RICHARDSON, TX US","2021-04-04","0.00","71","57"
"USC00417588","RICHARDSON, TX US","2021-04-05","0.00","75","56"
"USC00417588","RICHARDSON, TX US","2021-04-06","0.00","79","56"
"USC00417588","RICHARDSON, TX US","2021-04-07","0.00","75","52"
"USC00417588","RICHARDSON, TX US","2021-04-08","0.00","82","50"
"USC00417588","RICHARDSON, TX US","2021-04-09","0.00","82","62"
"USC00417588","RICHARDSON, TX US","2021-04-10","0.00","71","48"
"USC00417588","RICHARDSON, TX US","2021-04-11","0.00","83","49"
"USC00417588","RICHARDSON, TX US","2021-04-12","0.00","85","49"
"USC00417588","RICHARDSON, TX US","2021-04-13","0.30","78","53"
"USC00417588","RICHARDSON, TX US","2021-04-14","0.01","69","56"
"USC00417588","RICHARDSON, TX US","2021-04-15","1.00","61","53"
"USC00417588","RICHARDSON, TX US","2021-04-16","0.60","57","54"
"USC00417588","RICHARDSON, TX US","2021-04-17","0.00","65","46"
"USC00417588","RICHARDSON, TX US","2021-04-18","0.00","67","44"
"USC00417588","RICHARDSON, TX US","2021-04-19","0.00","72","41"
"USC00417588","RICHARDSON, TX US","2021-04-20","0.00","61","41"
"USC00417588","RICHARDSON, TX US","2021-04-21","0.00","61","35"
"USC00417588","RICHARDSON, TX US","2021-04-22","0.00","64","52"
"USC00417588","RICHARDSON, TX US","2021-04-23","1.50","69","60"
"USC00417588","RICHARDSON, TX US","2021-04-24","0.30","66","52"
"USC00417588","RICHARDSON, TX US","2021-04-25","0.00","72","41"
"USC00417588","RICHARDSON, TX US","2021-04-26","0.00","77","41"
"USC00417588","RICHARDSON, TX US","2021-04-27","0.00","74","62"
"USC00417588","RICHARDSON, TX US","2021-04-28","0.03","71","54"
"USC00417588","RICHARDSON, TX US","2021-04-29","2.00","68","62"
"USC00417588","RICHARDSON, TX US","2021-04-30","0.14","66","60"
"USC00417588","RICHARDSON, TX US","2021-05-01","0.08","72","39"
"USC00417588","RICHARDSON, TX US","2021-05-02","0.03","80","63"
"USC00417588","RICHARDSON, TX US","2021-05-03","0.30","88","40"
"USC00417588","RICHARDSON, TX US","2021-05-04","0.01","88","40"
"USC00417588","RICHARDSON, TX US","2021-05-05","0.00","75","49"
"USC00417588","RICHARDSON, TX US","2021-05-06","0.00","80","55"
"USC00417588","RICHARDSON, TX US","2021-05-07","0.00","83","56"
"USC00417588","RICHARDSON, TX US","2021-05-08","0.00","84","62"
"USC00417588","RICHARDSON, TX US","2021-05-09","0.00","82","59"
"USC00417588","RICHARDSON, TX US","2021-05-10","2.00","66","55"
"USC00417588","RICHARDSON, TX US","2021-05-11","1.00","64","55"
"USC00417588","RICHARDSON, TX US","2021-05-12","0.00","61","54"
"USC00417588","RICHARDSON, TX US","2021-05-13","0.00","69","53"
"USC00417588","RICHARDSON, TX US","2021-05-14","0.00","76","56"
"USC00417588","RICHARDSON, TX US","2021-05-15","0.00","81","61"
"USC00417588","RICHARDSON, TX US","2021-05-16","3.50","73","66"
"USC00417588","RICHARDSON, TX US","2021-05-17","0.30","80","64"
"USC00417588","RICHARDSON, TX US","2021-05-18","0.30","70","62"
"USC00417588","RICHARDSON, TX US","2021-05-19","0.00","81","63"
"USC00417588","RICHARDSON, TX US","2021-05-20","0.12","78","65"
"USC00417588","RICHARDSON, TX US","2021-05-21","0.01","84","68"
"USC00417588","RICHARDSON, TX US","2021-05-22","0.40","77","68"
"USC00417588","RICHARDSON, TX US","2021-05-23","0.04","77","67"
"USC00417588","RICHARDSON, TX US","2021-05-24","0.30","77","67"
"USC00417588","RICHARDSON, TX US","2021-05-25","0.80","75","70"
"USC00417588","RICHARDSON, TX US","2021-05-26","0.00","80","61"
"USC00417588","RICHARDSON, TX US","2021-05-27","0.00","82","69"
"USC00417588","RICHARDSON, TX US","2021-05-28","0.33","82","64"
"USC00417588","RICHARDSON, TX US","2021-05-29","0.00","81","67"
"USC00417588","RICHARDSON, TX US","2021-05-30","0.00","74","60"
"USC00417588","RICHARDSON, TX US","2021-05-31","2.00","71","63"
"USC00417588","RICHARDSON, TX US","2021-06-01","0.10","70","61"
"USC00417588","RICHARDSON, TX US","2021-06-02","0.00","81","64"
"USC00417588","RICHARDSON, TX US","2021-06-03","0.00","81","68"
"USC00417588","RICHARDSON, TX US","2021-06-04","0.00","80","64"
"USC00417588","RICHARDSON, TX US","2021-06-05","4.10","84","64"
"USC00417588","RICHARDSON, TX US","2021-06-06","0.00","87","64"
"USC00417588","RICHARDSON, TX US","2021-06-07","1.70","83","64"
"USC00417588","RICHARDSON, TX US","2021-06-08","0.10","85","71"
"USC00417588","RICHARDSON, TX US","2021-06-09","0.01","90","81"
"USC00417588","RICHARDSON, TX US","2021-06-10","0.00","90","76"
"USC00417588","RICHARDSON, TX US","2021-06-11","0.00","91","77"
"USC00417588","RICHARDSON, TX US","2021-06-12","0.30","90","69"
"USC00417588","RICHARDSON, TX US","2021-06-13","0.00","97","75"
"USC00417588","RICHARDSON, TX US","2021-06-14","0.00","95","79"
"USC00417588","RICHARDSON, TX US","2021-06-15","0.00","94","72"
"USC00417588","RICHARDSON, TX US","2021-06-16","0.00","99","75"
"USC00417588","RICHARDSON, TX US","2021-06-17","0.00","100","77"
"USC00417588","RICHARDSON, TX US","2021-06-18","0.00","96","76"
"USC00417588","RICHARDSON, TX US","2021-06-19","0.00","92","69"
"USC00417588","RICHARDSON, TX US","2021-06-20","0.00","93","76"
"USC00417588","RICHARDSON, TX US","2021-06-21","0.10","89","67"
"USC00417588","RICHARDSON, TX US","2021-06-22","0.00","85","65"
"USC00417588","RICHARDSON, TX US","2021-06-23","0.00","93","73"
"USC00417588","RICHARDSON, TX US","2021-06-24","0.00","93","77"
"USC00417588","RICHARDSON, TX US","2021-06-25","0.00","93","78"
"USC00417588","RICHARDSON, TX US","2021-06-26","0.00","93","76"
"USC00417588","RICHARDSON, TX US","2021-06-27","0.33","91","75"
"USC00417588","RICHARDSON, TX US","2021-06-28","0.11","87","74"
"USC00417588","RICHARDSON, TX US","2021-06-29","0.44","88","72"
"USC00417588","RICHARDSON, TX US","2021-06-30","0.02","91","73"
"USC00417588","RICHARDSON, TX US","2021-07-01","1.10","82","74"
"USC00417588","RICHARDSON, TX US","2021-07-02","0.44","85","73"
"USC00417588","RICHARDSON, TX US","2021-07-03","0.03","82","73"
"USC00417588","RICHARDSON, TX US","2021-07-04","0.00","87","74"
"USC00417588","RICHARDSON, TX US","2021-07-05","0.00","87","72"
"USC00417588","RICHARDSON, TX US","2021-07-06","0.03","91","72"
"USC00417588","RICHARDSON, TX US","2021-07-07","0.00","92","73"
"USC00417588","RICHARDSON, TX US","2021-07-08","0.00","92","75"
"USC00417588","RICHARDSON, TX US","2021-07-09","0.00","86","73"
"USC00417588","RICHARDSON, TX US","2021-07-10","0.00","92","73"
"USC00417588","RICHARDSON, TX US","2021-07-11","1.00","89","68"
"USC00417588","RICHARDSON, TX US","2021-07-12","0.00","88","70"
"USC00417588","RICHARDSON, TX US","2021-07-13","0.00","91","71"
"USC00417588","RICHARDSON, TX US","2021-07-14","0.03","90","70"
"USC00417588","RICHARDSON, TX US","2021-07-15","0.00","90","72"
"USC00417588","RICHARDSON, TX US","2021-07-16","0.00","91","75"
"USC00417588","RICHARDSON, TX US","2021-07-17","0.00","90","77"
"USC00417588","RICHARDSON, TX US","2021-07-18","0.00","93","77"
"USC00417588","RICHARDSON, TX US","2021-07-19","1.10","84","72"
"USC00417588","RICHARDSON, TX US","2021-07-20","0.00","87","72"
"USC00417588","RICHARDSON, TX US","2021-07-21","0.00","88","72"
"USC00417588","RICHARDSON, TX US","2021-07-22","0.00","91","71"
"USC00417588","RICHARDSON, TX US","2021-07-23","0.00","87","77"
"USC00417588","RICHARDSON, TX US","2021-07-24","0.00","97","77"
"USC00417588","RICHARDSON, TX US","2021-07-25","0.00","100","79"
"USC00417588","RICHARDSON, TX US","2021-07-26","0.00","101","81"
"USC00417588","RICHARDSON, TX US","2021-07-27","0.00","100","76"
"USC00417588","RICHARDSON, TX US","2021-07-28","0.00","98","74"
"USC00417588","RICHARDSON, TX US","2021-07-29","0.00","97","70"
"USC00417588","RICHARDSON, TX US","2021-07-30","0.00","85","71"
"USC00417588","RICHARDSON, TX US","2021-07-31","0.00","86","73"
"USC00417588","RICHARDSON, TX US","2021-08-01","1.20","92","72"
"USC00417588","RICHARDSON, TX US","2021-08-02","1.00","85","72"
"USC00417588","RICHARDSON, TX US","2021-08-03","0.00","90","71"
"USC00417588","RICHARDSON, TX US","2021-08-04","0.00","89","73"
"USC00417588","RICHARDSON, TX US","2021-08-05","0.00","90","74"
"USC00417588","RICHARDSON, TX US","2021-08-06","0.00","92","72"
"USC00417588","RICHARDSON, TX US","2021-08-07","0.00","92","74"
"USC00417588","RICHARDSON, TX US","2021-08-08","0.00","93","74"
"USC00417588","RICHARDSON, TX US","2021-08-09","0.00","94","77"
"USC00417588","RICHARDSON, TX US","2021-08-10","0.00","94","77"
"USC00417588","RICHARDSON, TX US","2021-08-11","0.00","94","76"
"USC00417588","RICHARDSON, TX US","2021-08-12","0.00","95","78"
"USC00417588","RICHARDSON, TX US","2021-08-13","0.00","94","77"
"USC00417588","RICHARDSON, TX US","2021-08-14","1.00","88","72"
"USC00417588","RICHARDSON, TX US","2021-08-15","0.11","88","74"
"USC00417588","RICHARDSON, TX US","2021-08-16","0.00","92","74"
"USC00417588","RICHARDSON, TX US","2021-08-17","0.10","88","73"
"USC00417588","RICHARDSON, TX US","2021-08-18","0.73","81","72"
"USC00417588","RICHARDSON, TX US","2021-08-19","0.60","92","74"
"USC00417588","RICHARDSON, TX US","2021-08-20","0.00","93","76"
"USC00417588","RICHARDSON, TX US","2021-08-21","0.00","94","77"
"USC00417588","RICHARDSON, TX US","2021-08-22","0.00","95","77"
"USC00417588","RICHARDSON, TX US","2021-08-23","0.00","97","77"
"USC00417588","RICHARDSON, TX US","2021-08-24","0.00","94","71"
"USC00417588","RICHARDSON, TX US","2021-08-25","0.00","95","75"
"USC00417588","RICHARDSON, TX US","2021-08-26","0.00","94","78"
"USC00417588","RICHARDSON, TX US","2021-08-27","0.00","91","75"
"USC00417588","RICHARDSON, TX US","2021-08-28","0.00","91","75"
"USC00417588","RICHARDSON, TX US","2021-08-29","0.06","88","75"
"USC00417588","RICHARDSON, TX US","2021-08-30","0.00","93","75"
"USC00417588","RICHARDSON, TX US","2021-08-31","0.00","97","78"
"USC00417588","RICHARDSON, TX US","2021-09-01","0.00","97","79"
"USC00417588","RICHARDSON, TX US","2021-09-02","0.00","96","78"
"USC00417588","RICHARDSON, TX US","2021-09-03","0.00","95","77"
"USC00417588","RICHARDSON, TX US","2021-09-04","0.00","96","76"
"USC00417588","RICHARDSON, TX US","2021-09-05","0.10","92","79"
"USC00417588","RICHARDSON, TX US","2021-09-06","0.10","93","75"
"USC00417588","RICHARDSON, TX US","2021-09-07","0.00","94","76"
"USC00417588","RICHARDSON, TX US","2021-09-08","0.00","91","68"
"USC00417588","RICHARDSON, TX US","2021-09-09","0.00","91","68"
"USC00417588","RICHARDSON, TX US","2021-09-10","0.01","91","65"
"USC00417588","RICHARDSON, TX US","2021-09-11","0.00","89","69"
"USC00417588","RICHARDSON, TX US","2021-09-12","0.00","89","66"
"USC00417588","RICHARDSON, TX US","2021-09-13","0.10","87","72"
"USC00417588","RICHARDSON, TX US","2021-09-14","0.00","84","70"
"USC00417588","RICHARDSON, TX US","2021-09-15","0.00","88","67"
"USC00417588","RICHARDSON, TX US","2021-09-16","0.00","90","69"
"USC00417588","RICHARDSON, TX US","2021-09-17","0.00","90","69"
"USC00417588","RICHARDSON, TX US","2021-09-18","0.00","93","71"
"USC00417588","RICHARDSON, TX US","2021-09-19","0.00","92","71"
"USC00417588","RICHARDSON, TX US","2021-09-20","0.00","93","74"
"USC00417588","RICHARDSON, TX US","2021-09-21","0.00","86","69"
"USC00417588","RICHARDSON, TX US","2021-09-22","0.00","81","58"
"USC00417588","RICHARDSON, TX US","2021-09-23","0.00","83","54"
"USC00417588","RICHARDSON, TX US","2021-09-24","0.00","87","54"
"USC00417588","RICHARDSON, TX US","2021-09-25","0.00","89","59"
"USC00417588","RICHARDSON, TX US","2021-09-26","0.00","89","62"
"USC00417588","RICHARDSON, TX US","2021-09-27","0.00","86","62"
"USC00417588","RICHARDSON, TX US","2021-09-28","0.00","92","66"
"USC00417588","RICHARDSON, TX US","2021-09-29","0.00","89","70"
"USC00417588","RICHARDSON, TX US","2021-09-30","0.00","87","69"
"USC00417588","RICHARDSON, TX US","2021-10-01","0.20","79","67"
"USC00417588","RICHARDSON, TX US","2021-10-02","0.04","83","64"
"USC00417588","RICHARDSON, TX US","2021-10-03","0.00","86","64"
"USC00417588","RICHARDSON, TX US","2021-10-04","0.00","87","61"
"USC00417588","RICHARDSON, TX US","2021-10-05","0.00","86","60"
"USC00417588","RICHARDSON, TX US","2021-10-06","0.00","86","57"
"USC00417588","RICHARDSON, TX US","2021-10-07","0.00","90","54"
"USC00417588","RICHARDSON, TX US","2021-10-08","0.00","91","68"
"USC00417588","RICHARDSON, TX US","2021-10-09","0.00","91","67"
"USC00417588","RICHARDSON, TX US","2021-10-10","1.00","90","62"
"USC00417588","RICHARDSON, TX US","2021-10-11","0.00","81","60"
"USC00417588","RICHARDSON, TX US","2021-10-12","0.00","82","60"
"USC00417588","RICHARDSON, TX US","2021-10-13","1.50","85","65"
"USC00417588","RICHARDSON, TX US","2021-10-14","0.17","82","65"
"USC00417588","RICHARDSON, TX US","2021-10-15","0.00","75","67"
"USC00417588","RICHARDSON, TX US","2021-10-16","0.00","72","49"
"USC00417588","RICHARDSON, TX US","2021-10-17","0.00","73","45"
"USC00417588","RICHARDSON, TX US","2021-10-18","0.00","75","49"
"USC00417588","RICHARDSON, TX US","2021-10-19","0.00","78","58"
"USC00417588","RICHARDSON, TX US","2021-10-20","0.00","82","65"
"USC00417588","RICHARDSON, TX US","2021-10-21","0.00","82","64"
"USC00417588","RICHARDSON, TX US","2021-10-22","0.00","84","58"
"USC00417588","RICHARDSON, TX US","2021-10-23","0.00","85","65"
"USC00417588","RICHARDSON, TX US","2021-10-24","0.03","83","66"
"USC00417588","RICHARDSON, TX US","2021-10-25","0.00","86","60"
"USC00417588","RICHARDSON, TX US","2021-10-26","0.00","82","65"
"USC00417588","RICHARDSON, TX US","2021-10-27","1.00","76","60"
"USC00417588","RICHARDSON, TX US","2021-10-28","0.00","71","57"
"USC00417588","RICHARDSON, TX US","2021-10-29","0.00","70","52"
"USC00417588","RICHARDSON, TX US","2021-10-30","0.00","73","46"
"USC00417588","RICHARDSON, TX US","2021-10-31","0.00","79","51"
"USC00417588","RICHARDSON, TX US","2021-11-01","0.00","77","51"
"USC00417588","RICHARDSON, TX US","2021-11-02","0.43","60","48"
"USC00417588","RICHARDSON, TX US","2021-11-03","1.05","60","44"
"USC00417588","RICHARDSON, TX US","2021-11-04","0.01","58","42"
"USC00417588","RICHARDSON, TX US","2021-11-05","0.00","60","37"
"USC00417588","RICHARDSON, TX US","2021-11-06","0.00","66","38"
"USC00417588","RICHARDSON, TX US","2021-11-07","0.00","82","42"
"USC00417588","RICHARDSON, TX US","2021-11-08","0.00","71","49"
"USC00417588","RICHARDSON, TX US","2021-11-09","0.00","74","56"
"USC00417588","RICHARDSON, TX US","2021-11-10","1.23","75","57"
"USC00417588","RICHARDSON, TX US","2021-11-11","0.01","65","45"
"USC00417588","RICHARDSON, TX US","2021-11-12","0.00","68","43"
"USC00417588","RICHARDSON, TX US","2021-11-13","0.00","63","37"
"USC00417588","RICHARDSON, TX US","2021-11-14","0.00","68","44"
"USC00417588","RICHARDSON, TX US","2021-11-15","0.00","79","44"
"USC00417588","RICHARDSON, TX US","2021-11-16","0.00","78","60"
"USC00417588","RICHARDSON, TX US","2021-11-17","0.00","70","53"
"USC00417588","RICHARDSON, TX US","2021-11-18","0.00","60","41"
"USC00417588","RICHARDSON, TX US","2021-11-19","0.00","60","35"
"USC00417588","RICHARDSON, TX US","2021-11-20","0.00","70","46"
"USC00417588","RICHARDSON, TX US","2021-11-21","0.00","69","51"
"USC00417588","RICHARDSON, TX US","2021-11-22","0.00","65","41"
"USC00417588","RICHARDSON, TX US","2021-11-23","0.00","68","41"
"USC00417588","RICHARDSON, TX US","2021-11-24","0.00","74","53"
"USC00417588","RICHARDSON, TX US","2021-11-25","0.00","67","42"
"USC00417588","RICHARDSON, TX US","2021-11-26","0.00","58","36"
"USC00417588","RICHARDSON, TX US","2021-11-27","0.50","55","43"
"USC00417588","RICHARDSON, TX US","2021-11-28","0.00","64","43"
"USC00417588","RICHARDSON, TX US","2021-11-29","0.00","71","38"
"USC00417588","RICHARDSON, TX US","2021-11-30","0.00","75","45"
"USC00417588","RICHARDSON, TX US","2021-12-01","0.00","73","50"
"USC00417588","RICHARDSON, TX US","2021-12-02","0.00","79","44"
"USC00417588","RICHARDSON, TX US","2021-12-03","0.00","73","59"
"USC00417588","RICHARDSON, TX US","2021-12-04","0.00","64","50"
"USC00417588","RICHARDSON, TX US","2021-12-05","0.00","75","55"
"USC00417588","RICHARDSON, TX US","2021-12-06","0.00","68","40"
"USC00417588","RICHARDSON, TX US","2021-12-07","0.00","57","33"
"USC00417588","RICHARDSON, TX US","2021-12-08","0.00","57","41"
"USC00417588","RICHARDSON, TX US","2021-12-09","0.00","78","55"
"USC00417588","RICHARDSON, TX US","2021-12-10","0.00","81","65"
"USC00417588","RICHARDSON, TX US","2021-12-11","0.00","73","32"
"USC00417588","RICHARDSON, TX US","2021-12-12","0.00","57","30"
"USC00417588","RICHARDSON, TX US","2021-12-13","0.01","66","40"
"USC00417588","RICHARDSON, TX US","2021-12-14","0.01","69","55"
"USC00417588","RICHARDSON, TX US","2021-12-15","0.01","78","55"
"USC00417588","RICHARDSON, TX US","2021-12-16","0.00","75","60"
"USC00417588","RICHARDSON, TX US","2021-12-17","0.00","76","60"
"USC00417588","RICHARDSON, TX US","2021-12-18","0.20","70","38"
"USC00417588","RICHARDSON, TX US","2021-12-19","0.02","47","32"
"USC00417588","RICHARDSON, TX US","2021-12-20","0.13","50","36"
"USC00417588","RICHARDSON, TX US","2021-12-21","0.00","61","34"
"USC00417588","RICHARDSON, TX US","2021-12-22","0.00","66","40"
"USC00417588","RICHARDSON, TX US","2021-12-23","0.00","74","54"
"USC00417588","RICHARDSON, TX US","2021-12-24","0.00","76","60"
"USC00417588","RICHARDSON, TX US","2021-12-25","0.00","80","60"
"USC00417588","RICHARDSON, TX US","2021-12-26","0.01","75","58"
"USC00417588","RICHARDSON, TX US","2021-12-27","0.00","78","54"
"USC00417588","RICHARDSON, TX US","2021-12-28","0.00","78","54"
"USC00417588","RICHARDSON, TX US","2021-12-29","0.20","71","54"
"USC00417588","RICHARDSON, TX US","2021-12-30","0.00","73","47"
"USC00417588","RICHARDSON, TX US","2021-12-31","0.00","68","53"
"USC00417588","RICHARDSON, TX US","2022-01-01","0.20","70","23"
"USC00417588","RICHARDSON, TX US","2022-01-02","0.10","37","17"
"USC00417588","RICHARDSON, TX US","2022-01-03","0.04","53","23"
"USC00417588","RICHARDSON, TX US","2022-01-04","0.00","61","32"
"USC00417588","RICHARDSON, TX US","2022-01-05","0.00","61","36"
"USC00417588","RICHARDSON, TX US","2022-01-06","0.00","41","27"
"USC00417588","RICHARDSON, TX US","2022-01-07","0.00","47","21"
"USC00417588","RICHARDSON, TX US","2022-01-08","0.02","63","45"
"USC00417588","RICHARDSON, TX US","2022-01-09","0.02","63","40"
"USC00417588","RICHARDSON, TX US","2022-01-10","0.00","55","32"
"USC00417588","RICHARDSON, TX US","2022-01-11","0.00","59","29"
"USC00417588","RICHARDSON, TX US","2022-01-12","0.00","62","38"
"USC00417588","RICHARDSON, TX US","2022-01-13","0.00","72","43"
"USC00417588","RICHARDSON, TX US","2022-01-14","0.00","73","41"
"USC00417588","RICHARDSON, TX US","2022-01-15","0.00","46","29"
"USC00417588","RICHARDSON, TX US","2022-01-16","0.00","51","27"
"USC00417588","RICHARDSON, TX US","2022-01-17","0.00","62","30"
"USC00417588","RICHARDSON, TX US","2022-01-18","0.00","78","30"
"USC00417588","RICHARDSON, TX US","2022-01-19","0.00","61","33"
"USC00417588","RICHARDSON, TX US","2022-01-20","0.00","36","22"
"USC00417588","RICHARDSON, TX US","2022-01-21","0.00","43","19"
"USC00417588","RICHARDSON, TX US","2022-01-22","0.00","51","23"
"USC00417588","RICHARDSON, TX US","2022-01-23","0.00","61","36"
"USC00417588","RICHARDSON, TX US","2022-01-24","0.01","57","39"
"USC00417588","RICHARDSON, TX US","2022-01-25","0.00","59","35"
"USC00417588","RICHARDSON, TX US","2022-01-26","0.00","49","28"
"USC00417588","RICHARDSON, TX US","2022-01-27","0.00","50","31"
"USC00417588","RICHARDSON, TX US","2022-01-28","0.00","56","31"
"USC00417588","RICHARDSON, TX US","2022-01-29","0.00","66","30"
"USC00417588","RICHARDSON, TX US","2022-01-30","0.01","69","41"
"USC00417588","RICHARDSON, TX US","2022-01-31","0.00","69","44"
"USC00417588","RICHARDSON, TX US","2022-02-01","0.00","70","53"
"USC00417588","RICHARDSON, TX US","2022-02-02","1.00","58","30"
"USC00417588","RICHARDSON, TX US","2022-02-03","0.03","32","19"
"USC00417588","RICHARDSON, TX US","2022-02-04","1.00","34","18"
"USC00417588","RICHARDSON, TX US","2022-02-05","0.00","47","18"
"USC00417588","RICHARDSON, TX US","2022-02-06","0.00","56","27"
"USC00417588","RICHARDSON, TX US","2022-02-07","0.00","57","33"
"USC00417588","RICHARDSON, TX US","2022-02-08","0.00","65","37"
"USC00417588","RICHARDSON, TX US","2022-02-09","0.00","69","33"
"USC00417588","RICHARDSON, TX US","2022-02-10","0.00","71","39"
"USC00417588","RICHARDSON, TX US","2022-02-11","0.00","75","43"
"USC00417588","RICHARDSON, TX US","2022-02-12","0.00","55","29"
"USC00417588","RICHARDSON, TX US","2022-02-13","0.00","64","26"
"USC00417588","RICHARDSON, TX US","2022-02-14","0.00","71","34"
"USC00417588","RICHARDSON, TX US","2022-02-15","0.00","70","42"
"USC00417588","RICHARDSON, TX US","2022-02-16","0.34","65","34"
"USC00417588","RICHARDSON, TX US","2022-02-17","0.03","66","30"
"USC00417588","RICHARDSON, TX US","2022-02-18","0.00","53","25"
"USC00417588","RICHARDSON, TX US","2022-02-19","0.00","65","30"
"USC00417588","RICHARDSON, TX US","2022-02-20","0.01","65","40"
"USC00417588","RICHARDSON, TX US","2022-02-21","0.01","79","55"
"USC00417588","RICHARDSON, TX US","2022-02-22","0.18","70","30"
"USC00417588","RICHARDSON, TX US","2022-02-23","0.10","30","22"
"USC00417588","RICHARDSON, TX US","2022-02-24","0.01","29","21"
"USC00417588","RICHARDSON, TX US","2022-02-25","0.00","37","21"
"USC00417588","RICHARDSON, TX US","2022-02-26","0.11","39","33"
"USC00417588","RICHARDSON, TX US","2022-02-27","0.00","56","30"
"USC00417588","RICHARDSON, TX US","2022-02-28","0.00","65","28"
"USC00417588","RICHARDSON, TX US","2022-03-01","0.00","73","36"
"USC00417588","RICHARDSON, TX US","2022-03-02","0.00","77","39"
"USC00417588","RICHARDSON, TX US","2022-03-03","0.00","78","42"
"USC00417588","RICHARDSON, TX US","2022-03-04","0.00","72","54"
